date,revid,content,edits
2023-02-11,1138786821,"On 24 February 2022, Russia invaded Ukraine in a major escalation of the Russo-Ukrainian War, which began in 2014. The invasion has caused tens of thousands of deaths on both sides and has instigated Europe's largest refugee crisis since World War II. About 8 million Ukrainians were displaced within their country by late May, and slightly more than 8 million fled the country by 31 January 2023.
After the Revolution of Dignity in 2014, Russia annexed Crimea and Russian-backed paramilitaries seized the Luhansk and Donetsk oblasts of Ukraine's Donbas region, sparking a regional war. In March 2021, Russia began a military build-up, amassing up to 190,000 soldiers at Ukraine's borders. Russian government officials denied plans to attack Ukraine until the day before the invasion. On 21 February 2022, Russia recognised the Donetsk People's Republic and the Luhansk People's Republic, two self-proclaimed breakaway quasi-states in the Donbas. The next day, the Federation Council of Russia authorised the use of military force and Russian soldiers entered both territories.
The invasion began the morning of 24 February 2022 upon Russian president Vladimir Putin's announcement of a ""special military operation"" seeking the ""demilitarisation"" and ""denazification"" of Ukraine. In his address, Putin espoused irredentist views, challenged Ukraine's right to statehood, and falsely claimed that Ukraine was governed by neo-Nazis who persecuted the ethnic Russian minority. Minutes later, Russian air strikes and a ground invasion were launched along a northern front from Belarus towards Kyiv, a north-eastern front towards Kharkiv, a southern front from Crimea, and a south-eastern front from Donetsk and Luhansk. In response, Ukrainian president Volodymyr Zelenskyy enacted martial law and a general mobilisation.
Russian troops retreated from the northern front by April. On the southern and south-eastern fronts, Russia captured Kherson in March and then Mariupol in May after a siege. On 18 April, Russia launched a renewed battle of Donbas. Russian forces continued to bomb both military and civilian targets far from the front line, including electrical and water systems. In late 2022, Ukraine launched counteroffensives in the south and in the east. Soon after, Russia announced the illegal annexation of four partly occupied oblasts. In November, Ukraine retook Kherson.
The illegal invasion has been met with widespread international condemnation. The United Nations General Assembly passed a resolution condemning the invasion and demanding a full withdrawal of Russian forces. The International Court of Justice ordered Russia to suspend military operations and the Council of Europe expelled Russia. Many countries imposed sanctions on Russia, and on its ally Belarus, and provided humanitarian and military aid to Ukraine. Protests occurred around the world; those in Russia were met with mass arrests and increased media censorship. Over 1,000 companies left Russia and Belarus in response to the invasion. The International Criminal Court has opened an investigation into crimes against humanity in Ukraine since 2013, including war crimes in the 2022 invasion.",6
2023-02-12,1138953888,"On 24 February 2022, Russia invaded Ukraine in a major escalation of the Russo-Ukrainian War, which began in 2014. The invasion has caused tens of thousands of deaths on both sides and instigated Europe's largest refugee crisis since World War II. About 8 million Ukrainians were displaced within their country by June, and more than 8 million fled the country by February 2023.
After the Revolution of Dignity in 2014, Russia annexed Crimea and Russian-backed paramilitaries seized the Luhansk and Donetsk oblasts of Ukraine's Donbas region, sparking a regional war. In March 2021, Russia began a military build-up, amassing up to 190,000 soldiers at Ukraine's borders. Russian government officials denied plans to attack Ukraine until the day before the invasion. On 21 February 2022, Russia recognised the Donetsk People's Republic and the Luhansk People's Republic, two self-proclaimed breakaway quasi-states in the Donbas. The next day, the Federation Council of Russia authorised the use of military force and Russian soldiers entered both territories.
The invasion began the morning of 24 February 2022 upon Russian president Vladimir Putin's announcement of a ""special military operation"" seeking the ""demilitarisation"" and ""denazification"" of Ukraine. In his address, Putin espoused irredentist views, challenged Ukraine's right to statehood, and falsely claimed that Ukraine was governed by neo-Nazis who persecuted the ethnic Russian minority. Minutes later, Russian air strikes and a ground invasion were launched along a northern front from Belarus towards Kyiv, a north-eastern front towards Kharkiv, a southern front from Crimea, and a south-eastern front from Donetsk and Luhansk. In response, Ukrainian president Volodymyr Zelenskyy enacted martial law and a general mobilisation.
Russian troops retreated from the northern front by April. On the southern and south-eastern fronts, Russia captured Kherson in March and then Mariupol in May after a siege. On 18 April, Russia launched a renewed battle of Donbas. Russian forces continued to bomb both military and civilian targets far from the front line, including electrical and water systems. In late 2022, Ukraine launched counteroffensives in the south and in the east. Soon after, Russia announced the illegal annexation of four partly occupied oblasts. In November, Ukraine retook Kherson.
The illegal invasion has been met with widespread international condemnation. The United Nations General Assembly passed a resolution condemning the invasion and demanding a full withdrawal of Russian forces. The International Court of Justice ordered Russia to suspend military operations and the Council of Europe expelled Russia. Many countries imposed sanctions on Russia, and on its ally Belarus, and provided humanitarian and military aid to Ukraine. Protests occurred around the world; those in Russia were met with mass arrests and increased media censorship. Over 1,000 companies left Russia and Belarus in response to the invasion. The International Criminal Court has opened an investigation into crimes against humanity in Ukraine since 2013, including war crimes in the invasion.",7
2023-02-13,1139213280,"On 24 February 2022, Russia invaded Ukraine in a major escalation of the Russo-Ukrainian War, which began in 2014. The invasion has caused tens of thousands of deaths on both sides and instigated Europe's largest refugee crisis since World War II. About 8 million Ukrainians were displaced within their country by June, and more than 8 million fled the country by February 2023.
After the Revolution of Dignity in 2014, Russia annexed Crimea and Russian-backed paramilitaries seized the Luhansk and Donetsk oblasts of Ukraine's Donbas region, sparking a regional war. In March 2021, Russia began a military build-up, amassing up to 190,000 soldiers at Ukraine's borders. Russian government officials denied plans to attack Ukraine until the day before the invasion. On 21 February 2022, Russia recognised the Donetsk People's Republic and the Luhansk People's Republic, two self-proclaimed breakaway quasi-states in the Donbas. The next day, the Federation Council of Russia authorised the use of military force and Russian soldiers entered both territories.
The invasion began the morning of 24 February 2022 upon Russian president Vladimir Putin's announcement of a ""special military operation"" seeking the ""demilitarisation"" and ""denazification"" of Ukraine. In his address, Putin espoused irredentist views, challenged Ukraine's right to statehood, and falsely claimed that Ukraine was governed by neo-Nazis who persecuted the ethnic Russian minority. Minutes later, Russian air strikes and a ground invasion were launched along a northern front from Belarus towards Kyiv, a north-eastern front towards Kharkiv, a southern front from Crimea, and a south-eastern front from Donetsk and Luhansk. In response, Ukrainian president Volodymyr Zelenskyy enacted martial law and a general mobilisation.
Russian troops retreated from the northern front by April. On the southern and south-eastern fronts, Russia captured Kherson in March and then Mariupol in May after a siege. On 18 April, Russia launched a renewed battle of Donbas. Russian forces continued to bomb both military and civilian targets far from the front line, including electrical and water systems. In late 2022, Ukraine launched counteroffensives in the south and in the east. Soon after, Russia announced the illegal annexation of four partly occupied oblasts. In November, Ukraine retook Kherson.
The illegal invasion has been met with widespread international condemnation. The United Nations General Assembly passed a resolution condemning the invasion and demanding a full withdrawal of Russian forces. The International Court of Justice ordered Russia to suspend military operations and the Council of Europe expelled Russia. Many countries imposed sanctions on Russia, and on its ally Belarus, and provided humanitarian and military aid to Ukraine. Protests occurred around the world; those in Russia were met with mass arrests and increased media censorship. Over 1,000 companies left Russia and Belarus in response to the invasion. The International Criminal Court has opened an investigation into crimes against humanity in Ukraine since 2013, including war crimes in the invasion.",5
2023-02-14,1139320867,"On 24 February 2022, Russia invaded Ukraine in a major escalation of the Russo-Ukrainian War, which began in 2014. The invasion has caused tens of thousands of deaths on both sides and instigated Europe's largest refugee crisis since World War II. About 8 million Ukrainians were displaced within their country by June, and more than 8 million fled the country by February 2023.
After the Revolution of Dignity in 2014, Russia annexed Crimea and Russian-backed paramilitaries seized the Luhansk and Donetsk oblasts of Ukraine's Donbas region, sparking a regional war. In March 2021, Russia began a military build-up, amassing up to 190,000 soldiers at Ukraine's borders. Russian government officials denied plans to attack Ukraine until the day before the invasion. On 21 February 2022, Russia recognised the Donetsk People's Republic and the Luhansk People's Republic, two self-proclaimed breakaway quasi-states in the Donbas. The next day, the Federation Council of Russia authorised the use of military force and Russian soldiers entered both territories.
The invasion began the morning of 24 February 2022 upon Russian president Vladimir Putin's announcement of a ""special military operation"" seeking the ""demilitarisation"" and ""denazification"" of Ukraine. In his address, Putin espoused irredentist views, challenged Ukraine's right to statehood, and falsely claimed that Ukraine was governed by neo-Nazis who persecuted the ethnic Russian minority. Minutes later, Russian air strikes and a ground invasion were launched along a northern front from Belarus towards Kyiv, a north-eastern front towards Kharkiv, a southern front from Crimea, and a south-eastern front from Donetsk and Luhansk. In response, Ukrainian president Volodymyr Zelenskyy enacted martial law and a general mobilisation.
Russian troops retreated from the northern front by April. On the southern and south-eastern fronts, Russia captured Kherson in March and then Mariupol in May after a siege. On 18 April, Russia launched a renewed battle of Donbas. Russian forces continued to bomb both military and civilian targets far from the front line, including electrical and water systems. In late 2022, Ukraine launched counteroffensives in the south and in the east. Soon after, Russia announced the illegal annexation of four partly occupied oblasts. In November, Ukraine retook Kherson.
The illegal invasion has been met with widespread international condemnation. The United Nations General Assembly passed a resolution condemning the invasion and demanding a full withdrawal of Russian forces. The International Court of Justice ordered Russia to suspend military operations and the Council of Europe expelled Russia. Many countries imposed sanctions on Russia, and on its ally Belarus, and provided humanitarian and military aid to Ukraine. Protests occurred around the world; those in Russia were met with mass arrests and increased media censorship. Over 1,000 companies left Russia and Belarus in response to the invasion. The International Criminal Court has opened an investigation into crimes against humanity in Ukraine since 2013, including war crimes in the invasion.",5
2023-02-15,1139504426,"On 24 February 2022, Russia invaded Ukraine in a major escalation of the Russo-Ukrainian War, which began in 2014. The invasion has caused tens of thousands of deaths on both sides and instigated Europe's largest refugee crisis since World War II. About 8 million Ukrainians were displaced within their country by June, and more than 8 million fled the country by February 2023.
After the Revolution of Dignity in 2014, Russia annexed Crimea and Russian-backed paramilitaries seized the Luhansk and Donetsk oblasts of Ukraine's Donbas region, sparking a regional war. In March 2021, Russia began a military build-up, amassing up to 190,000 soldiers at Ukraine's borders. Russian government officials denied plans to attack Ukraine until the day before the invasion. On 21 February 2022, Russia recognised the Donetsk People's Republic and the Luhansk People's Republic, two self-proclaimed breakaway quasi-states in the Donbas. The next day, the Federation Council of Russia authorised the use of military force and Russian soldiers entered both territories.
The invasion began the morning of 24 February 2022 upon Russian president Vladimir Putin's announcement of a ""special military operation"" seeking the ""demilitarisation"" and ""denazification"" of Ukraine. In his address, Putin espoused irredentist views, challenged Ukraine's right to statehood, and falsely claimed that Ukraine was governed by neo-Nazis who persecuted the ethnic Russian minority. Minutes later, Russian air strikes and a ground invasion were launched along a northern front from Belarus towards Kyiv, a north-eastern front towards Kharkiv, a southern front from Crimea, and a south-eastern front from Donetsk and Luhansk. In response, Ukrainian president Volodymyr Zelenskyy enacted martial law and a general mobilisation.
Russian troops retreated from the northern front by April. On the southern and south-eastern fronts, Russia captured Kherson in March and then Mariupol in May after a siege. On 18 April, Russia launched a renewed battle of Donbas. Russian forces continued to bomb both military and civilian targets far from the front line, including electrical and water systems. In late 2022, Ukraine launched counteroffensives in the south and in the east. Soon after, Russia announced the illegal annexation of four partly occupied oblasts. In November, Ukraine retook Kherson.
The illegal invasion has been met with widespread international condemnation. The United Nations General Assembly passed a resolution condemning the invasion and demanding a full withdrawal of Russian forces. The International Court of Justice ordered Russia to suspend military operations and the Council of Europe expelled Russia. Many countries imposed sanctions on Russia, and on its ally Belarus, and provided humanitarian and military aid to Ukraine. Protests occurred around the world; those in Russia were met with mass arrests and increased media censorship. Over 1,000 companies left Russia and Belarus in response to the invasion. The International Criminal Court has opened an investigation into crimes against humanity in Ukraine since 2013, including war crimes in the invasion.",3
2023-02-16,1139766632,"On 24 February 2022, Russia invaded Ukraine in a major escalation of the Russo-Ukrainian War, which began in 2014. The invasion has caused tens of thousands of deaths on both sides and instigated Europe's largest refugee crisis since World War II. About 8 million Ukrainians were displaced within their country by June, and more than 8 million fled the country by February 2023.
After the Revolution of Dignity in 2014, Russia annexed Crimea and Russian-backed paramilitaries seized the Luhansk and Donetsk oblasts of Ukraine's Donbas region, sparking a regional war. In March 2021, Russia began a military build-up, amassing up to 190,000 soldiers at Ukraine's borders. Russian government officials denied plans to attack Ukraine until the day before the invasion. On 21 February 2022, Russia recognised the Donetsk People's Republic and the Luhansk People's Republic, two self-proclaimed breakaway quasi-states in the Donbas. The next day, the Federation Council of Russia authorised the use of military force and Russian soldiers entered both territories.
The invasion began the morning of 24 February 2022 upon Russian president Vladimir Putin's announcement of a ""special military operation"" seeking the ""demilitarisation"" and ""denazification"" of Ukraine. In his address, Putin espoused irredentist views, challenged Ukraine's right to statehood, and falsely claimed that Ukraine was governed by neo-Nazis who persecuted the ethnic Russian minority. Minutes later, Russian air strikes and a ground invasion were launched along a northern front from Belarus towards Kyiv, a north-eastern front towards Kharkiv, a southern front from Crimea, and a south-eastern front from Donetsk and Luhansk. In response, Ukrainian president Volodymyr Zelenskyy enacted martial law and a general mobilisation.
Russian troops retreated from the northern front by April. On the southern and south-eastern fronts, Russia captured Kherson in March and then Mariupol in May after a siege. On 18 April, Russia launched a renewed battle of Donbas. Russian forces continued to bomb both military and civilian targets far from the front line, including electrical and water systems. In late 2022, Ukraine launched counteroffensives in the south and in the east. Soon after, Russia announced the illegal annexation of four partly occupied oblasts. In November, Ukraine retook Kherson.
The illegal invasion has been met with widespread international condemnation. The United Nations General Assembly passed a resolution condemning the invasion and demanding a full withdrawal of Russian forces. The International Court of Justice ordered Russia to suspend military operations and the Council of Europe expelled Russia. Many countries imposed sanctions on Russia, and on its ally Belarus, and provided humanitarian and military aid to Ukraine. Protests occurred around the world; those in Russia were met with mass arrests and increased media censorship. Over 1,000 companies left Russia and Belarus in response to the invasion. The International Criminal Court has opened an investigation into crimes against humanity in Ukraine since 2013, including war crimes in the invasion.",5
2023-02-17,1139958666,"On 24 February 2022, Russia invaded Ukraine in a major escalation of the Russo-Ukrainian War, which began in 2014. The invasion has caused tens of thousands of deaths on both sides and instigated Europe's largest refugee crisis since World War II. About 8 million Ukrainians were displaced within their country by June, and more than 8 million fled the country by February 2023.
After the Revolution of Dignity in 2014, Russia annexed Crimea and Russian-backed paramilitaries seized the Luhansk and Donetsk oblasts of Ukraine's Donbas region, sparking a regional war. In March 2021, Russia began a military build-up, amassing up to 190,000 soldiers at Ukraine's borders. Russian government officials denied plans to attack Ukraine until the day before the invasion. On 21 February 2022, Russia recognised the Donetsk People's Republic and the Luhansk People's Republic, two self-proclaimed breakaway quasi-states in the Donbas. The next day, the Federation Council of Russia authorised the use of military force and Russian soldiers entered both territories.
The invasion began the morning of 24 February 2022 upon Russian president Vladimir Putin's announcement of a ""special military operation"" seeking the ""demilitarisation"" and ""denazification"" of Ukraine. In his address, Putin espoused irredentist views, challenged Ukraine's right to statehood, and falsely claimed that Ukraine was governed by neo-Nazis who persecuted the ethnic Russian minority. Minutes later, Russian air strikes and a ground invasion were launched along a northern front from Belarus towards Kyiv, a north-eastern front towards Kharkiv, a southern front from Crimea, and a south-eastern front from Donetsk and Luhansk. In response, Ukrainian president Volodymyr Zelenskyy enacted martial law and a general mobilisation.
Russian troops retreated from the northern front by April. On the southern and south-eastern fronts, Russia captured Kherson in March and then Mariupol in May after a siege. On 18 April, Russia launched a renewed battle of Donbas. Russian forces continued to bomb both military and civilian targets far from the front line, including electrical and water systems. In late 2022, Ukraine launched counteroffensives in the south and in the east. Soon after, Russia announced the illegal annexation of four partly occupied oblasts. In November, Ukraine retook Kherson.
The illegal invasion has been met with widespread international condemnation. The United Nations General Assembly passed a resolution condemning the invasion and demanding a full withdrawal of Russian forces. The International Court of Justice ordered Russia to suspend military operations and the Council of Europe expelled Russia. Many countries imposed sanctions on Russia, and on its ally Belarus, and provided humanitarian and military aid to Ukraine. Protests occurred around the world; those in Russia were met with mass arrests and increased media censorship. Over 1,000 companies left Russia and Belarus in response to the invasion. The International Criminal Court has opened an investigation into crimes against humanity in Ukraine since 2013, including war crimes in the invasion.",2
2023-02-18,1140197577,"On 24 February 2022, Russia invaded Ukraine in a major escalation of the Russo-Ukrainian War, which began in 2014. The invasion has caused tens of thousands of deaths on both sides and instigated Europe's largest refugee crisis since World War II. About 8 million Ukrainians were displaced within their country by June, and more than 8 million fled the country by February 2023.
After the Revolution of Dignity in 2014, Russia annexed Crimea and Russian-backed paramilitaries seized the Luhansk and Donetsk oblasts of Ukraine's Donbas region, sparking a regional war. In March 2021, Russia began a military build-up, amassing up to 190,000 soldiers at Ukraine's borders. Russian government officials denied plans to attack Ukraine until the day before the invasion. On 21 February 2022, Russia recognised the Donetsk People's Republic and the Luhansk People's Republic, two self-proclaimed breakaway quasi-states in the Donbas. The next day, the Federation Council of Russia authorised the use of military force and Russian soldiers entered both territories.
The invasion began the morning of 24 February 2022 upon Russian president Vladimir Putin's announcement of a ""special military operation"" seeking the ""demilitarisation"" and ""denazification"" of Ukraine. In his address, Putin espoused irredentist views, challenged Ukraine's right to statehood, and falsely claimed that Ukraine was governed by neo-Nazis who persecuted the ethnic Russian minority. Minutes later, Russian air strikes and a ground invasion were launched along a northern front from Belarus towards Kyiv, a north-eastern front towards Kharkiv, a southern front from Crimea, and a south-eastern front from Donetsk and Luhansk. In response, Ukrainian president Volodymyr Zelenskyy enacted martial law and a general mobilisation.
Russian troops retreated from the northern front by April. On the southern and south-eastern fronts, Russia captured Kherson in March and then Mariupol in May after a siege. On 18 April, Russia launched a renewed battle of Donbas. Russian forces continued to bomb both military and civilian targets far from the front line, including electrical and water systems. In late 2022, Ukraine launched counteroffensives in the south and in the east. Soon after, Russia announced the illegal annexation of four partly occupied oblasts. In November, Ukraine retook Kherson.
The illegal invasion has been met with widespread international condemnation. The United Nations General Assembly passed a resolution condemning the invasion and demanding a full withdrawal of Russian forces. The International Court of Justice ordered Russia to suspend military operations and the Council of Europe expelled Russia. Many countries imposed sanctions on Russia, and on its ally Belarus, and provided humanitarian and military aid to Ukraine. Protests occurred around the world; those in Russia were met with mass arrests and increased media censorship. Over 1,000 companies left Russia and Belarus in response to the invasion. The International Criminal Court has opened an investigation into crimes against humanity in Ukraine since 2013, including war crimes in the invasion.",8
2023-02-19,1140385806,"On 24 February 2022, Russia invaded Ukraine in a major escalation of the Russo-Ukrainian War, which began in 2014. The invasion has caused tens of thousands of deaths on both sides and instigated Europe's largest refugee crisis since World War II. About 8 million Ukrainians were displaced within their country by June, and more than 8 million fled the country by February 2023.
After the Revolution of Dignity in 2014, Russia annexed Crimea and Russian-backed paramilitaries seized the Luhansk and Donetsk oblasts of Ukraine's Donbas region, sparking a regional war. In March 2021, Russia began a military build-up, amassing up to 190,000 soldiers at Ukraine's borders. Russian government officials denied plans to attack Ukraine until the day before the invasion. On 21 February 2022, Russia recognised the Donetsk People's Republic and the Luhansk People's Republic, two self-proclaimed breakaway quasi-states in the Donbas. The next day, the Federation Council of Russia authorised the use of military force and Russian soldiers entered both territories.
The invasion began the morning of 24 February 2022 upon Russian president Vladimir Putin's announcement of a ""special military operation"" seeking the ""demilitarisation"" and ""denazification"" of Ukraine. In his address, Putin espoused irredentist views, challenged Ukraine's right to statehood, and falsely claimed that Ukraine was governed by neo-Nazis who persecuted the ethnic Russian minority. Minutes later, Russian air strikes and a ground invasion were launched along a northern front from Belarus towards Kyiv, a north-eastern front towards Kharkiv, a southern front from Crimea, and a south-eastern front from Donetsk and Luhansk. In response, Ukrainian president Volodymyr Zelenskyy enacted martial law and a general mobilisation.
Russian troops retreated from the northern front by April. On the southern and south-eastern fronts, Russia captured Kherson in March and then Mariupol in May after a siege. On 18 April, Russia launched a renewed battle of Donbas. Russian forces continued to bomb both military and civilian targets far from the front line, including electrical and water systems. In late 2022, Ukraine launched counteroffensives in the south and in the east. Soon after, Russia announced the illegal annexation of four partly occupied oblasts. In November, Ukraine retook Kherson.
The illegal invasion has been met with widespread international condemnation. The United Nations General Assembly passed a resolution condemning the invasion and demanding a full withdrawal of Russian forces. The International Court of Justice ordered Russia to suspend military operations and the Council of Europe expelled Russia. Many countries imposed sanctions on Russia, and on its ally Belarus, and provided humanitarian and military aid to Ukraine. Protests occurred around the world; those in Russia were met with mass arrests and increased media censorship. Over 1,000 companies left Russia and Belarus in response to the invasion. The International Criminal Court has opened an investigation into crimes against humanity in Ukraine since 2013, including war crimes in the invasion.",4
2023-02-20,1140584965,"On 24 February 2022, Russia invaded Ukraine in a major escalation of the Russo-Ukrainian War, which began in 2014. The invasion has caused tens of thousands of deaths on both sides and instigated Europe's largest refugee crisis since World War II. About 8 million Ukrainians were displaced within their country by June, and more than 8 million fled the country by February 2023.
After the Revolution of Dignity in 2014, Russia annexed Crimea and Russian-backed paramilitaries seized the Luhansk and Donetsk oblasts of Ukraine's Donbas region, sparking a regional war. In March 2021, Russia began a military build-up, amassing up to 190,000 soldiers at Ukraine's borders. Russian government officials denied plans to attack Ukraine until the day before the invasion. On 21 February 2022, Russia recognised the Donetsk People's Republic and the Luhansk People's Republic, two self-proclaimed breakaway quasi-states in the Donbas. The next day, the Federation Council of Russia authorised the use of military force and Russian soldiers entered both territories.
The invasion began the morning of 24 February 2022 upon Russian president Vladimir Putin's announcement of a ""special military operation"" seeking the ""demilitarisation"" and ""denazification"" of Ukraine. In his address, Putin espoused irredentist views, challenged Ukraine's right to statehood, and falsely claimed that Ukraine was governed by neo-Nazis who persecuted the ethnic Russian minority. Minutes later, Russian air strikes and a ground invasion were launched along a northern front from Belarus towards Kyiv, a north-eastern front towards Kharkiv, a southern front from Crimea, and a south-eastern front from Donetsk and Luhansk. In response, Ukrainian president Volodymyr Zelenskyy enacted martial law and a general mobilisation.
Russian troops retreated from the northern front by April. On the southern and south-eastern fronts, Russia captured Kherson in March and then Mariupol in May after a siege. On 18 April, Russia launched a renewed battle of Donbas. Russian forces continued to bomb both military and civilian targets far from the front line, including electrical and water systems. In late 2022, Ukraine launched counteroffensives in the south and in the east. Soon after, Russia announced the illegal annexation of four partly occupied oblasts. In November, Ukraine retook Kherson.
The invasion has been met with widespread international condemnation. The United Nations General Assembly passed Resolution ES-11/1 condemning the invasion and demanding a full withdrawal of Russian forces. The International Court of Justice ordered Russia to suspend military operations and the Council of Europe expelled Russia. Many countries imposed sanctions on Russia, and on its ally Belarus, and provided humanitarian and military aid to Ukraine. Protests occurred around the world; those in Russia were met with mass arrests and increased media censorship. Over 1,000 companies left Russia and Belarus in response to the invasion. The International Criminal Court has opened an investigation into crimes against humanity in Ukraine since 2013, including war crimes in the invasion.",8
2023-02-21,1140819242,"On 24 February 2022, Russia invaded Ukraine in a major escalation of the Russo-Ukrainian War, which began in 2014. The invasion has caused tens of thousands of deaths on both sides and instigated Europe's largest refugee crisis since World War II. About 8 million Ukrainians were displaced within their country by June, and more than 8 million fled the country by February 2023.
After the Revolution of Dignity in 2014, Russia annexed Crimea and Russian-backed paramilitaries seized the Luhansk and Donetsk oblasts of Ukraine's Donbas region, sparking a regional war. In March 2021, Russia began a military build-up, amassing up to 190,000 soldiers at Ukraine's borders. Russian government officials denied plans to attack Ukraine until the day before the invasion. On 21 February 2022, Russia recognised the Donetsk People's Republic and the Luhansk People's Republic, two self-proclaimed breakaway quasi-states in the Donbas. The next day, the Federation Council of Russia authorised the use of military force and Russian soldiers entered both territories.
The invasion began the morning of 24 February 2022 upon Russian president Vladimir Putin's announcement of a ""special military operation"" seeking the ""demilitarisation"" and ""denazification"" of Ukraine. In his address, Putin espoused irredentist views, challenged Ukraine's right to statehood, and falsely claimed that Ukraine was governed by neo-Nazis who persecuted the ethnic Russian minority. Minutes later, Russian air strikes and a ground invasion were launched along a northern front from Belarus towards Kyiv, a north-eastern front towards Kharkiv, a southern front from Crimea, and a south-eastern front from Donetsk and Luhansk. In response, Ukrainian president Volodymyr Zelenskyy enacted martial law and a general mobilisation.
Russian troops retreated from the northern front by April. On the southern and south-eastern fronts, Russia captured Kherson in March and then Mariupol in May after a siege. On 18 April, Russia launched a renewed battle of Donbas. Russian forces continued to bomb both military and civilian targets far from the front line, including electrical and water systems. In late 2022, Ukraine launched counteroffensives in the south and in the east. Soon after, Russia announced the illegal annexation of four partly occupied oblasts. In November, Ukraine retook Kherson.
The invasion has been met with widespread international condemnation. The United Nations General Assembly passed Resolution ES-11/1 condemning the invasion and demanding a full withdrawal of Russian forces. The International Court of Justice ordered Russia to suspend military operations and the Council of Europe expelled Russia. Many countries imposed sanctions on Russia, and on its ally Belarus, and provided humanitarian and military aid to Ukraine. Protests occurred around the world; those in Russia were met with mass arrests and increased media censorship. Over 1,000 companies left Russia and Belarus in response to the invasion. The International Criminal Court has opened an investigation into crimes against humanity in Ukraine since 2013, including war crimes in the invasion.",12
2023-02-22,1141022591,"On 24 February 2022, Russia launched an advance further into Ukraine in a major escalation of the Russo-Ukrainian War, which began in 2014. This escalation has caused tens of thousands of deaths on both sides and instigated Europe's largest refugee crisis since World War II. About 8 million Ukrainians were displaced within their country by June, and more than 8 million fled the country by February 2023.
After the Revolution of Dignity in 2014, Russia invaded and subsequently annexed Crimea and Russian-backed paramilitaries seized the Luhansk and Donetsk oblasts of Ukraine's Donbas region, sparking a regional war. In March 2021, Russia began a military build-up, amassing up to 190,000 soldiers in Russia-held Crimnea and along the Russia-Ukraine border. Russian government officials denied plans to attack Ukraine until the day before the invasion. On 21 February 2022, Russia recognised the Donetsk People's Republic and the Luhansk People's Republic, two self-proclaimed breakaway quasi-states in the Donbas. The next day, the Federation Council of Russia authorised the use of military force and Russian soldiers entered both territories.
The invasion began the morning of 24 February 2022 upon Russian president Vladimir Putin's announcement of a ""special military operation"" seeking the ""demilitarisation"" and ""denazification"" of Ukraine. In his address, Putin espoused irredentist views, challenged Ukraine's right to statehood, and falsely claimed that Ukraine was governed by neo-Nazis who persecuted the ethnic Russian minority. Minutes later, Russian air strikes and a ground invasion were launched along a northern front from Belarus towards Kyiv, a north-eastern front towards Kharkiv, a southern front from Crimea, and a south-eastern front from Donetsk and Luhansk. In response, Ukrainian president Volodymyr Zelenskyy enacted martial law and a general mobilisation.
Russian troops retreated from the northern front by April. On the southern and south-eastern fronts, Russia captured Kherson in March and then Mariupol in May after a siege. On 18 April, Russia launched a renewed battle of Donbas. Russian forces continued to bomb both military and civilian targets far from the front line, including electrical and water systems. In late 2022, Ukraine launched counteroffensives in the south and in the east. Soon after, Russia announced the illegal annexation of four partly occupied oblasts. In November, Ukraine retook Kherson.
The invasion has been met with widespread international condemnation. The United Nations General Assembly passed Resolution ES-11/1 condemning the invasion and demanding a full withdrawal of Russian forces. The International Court of Justice ordered Russia to suspend military operations and the Council of Europe expelled Russia. Many countries imposed sanctions on Russia, and on its ally Belarus, and provided humanitarian and military aid to Ukraine. Protests occurred around the world; those in Russia were met with mass arrests and increased media censorship. Over 1,000 companies left Russia and Belarus in response to the invasion. The International Criminal Court has opened an investigation into crimes against humanity in Ukraine since 2013, including war crimes in the invasion.",24
